symbol,currentTime,regularMarketPrice,previousClose,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketChangePercent,postMarketChangePercent,preMarketChangePercent,averageDailyVolume10Day,fiftyDayAverage,twoHundredDayAverage
AAPL,2021-10-22 09:45:00,150.0981,149.48,149.69,150.17,148.845,5822340.0,0.004135021500000001,0.0,0.00137143,71411500,146.31114,139.1566
ABBV,2021-10-22 09:45:00,108.595,108.76,108.41,108.75,108.31,259036.0,-0.0015171103,0.0,-0.000551721,5837837,108.48885,113.02261999999999
ABT,2021-10-22 09:45:00,125.36,125.05,123.51,125.62,124.88,153343.0,0.0024789888,0.0,0.00495798,5508225,122.29914,119.57
ACN,2021-10-22 09:45:00,350.14,347.12,345.8,350.455,348.61,79937.0,0.008700218000000001,0.0,0.0,1826300,335.17285,309.05502
ADBE,2021-10-22 09:45:00,642.11,638.66,640.43,643.135,640.02,111327.0,0.005401954499999999,0.0,0.00361694,1974962,619.1754,575.8479
ADI,2021-10-22 09:45:00,177.64,176.92,176.66,177.82,176.14,1196586.0,0.0040696429999999995,0.0,-0.0013565763,3154187,169.51915,164.49992
ADP,2021-10-22 09:45:00,214.71,213.05,213.08,215.0,212.07,939951.0,0.007791615,0.0,0.0013506276999999999,1188112,203.76886000000002,201.05638000000002
ADSK,2021-10-22 09:45:00,306.92,305.68,306.0,307.66,306.0,68521.0,0.0040565976,0.0,0.000981478,920162,286.538,294.75113
AMAT,2021-10-22 09:45:00,140.69,133.34,135.214,141.28,135.2135,1603234.0,0.05512229,0.0,0.028573598999999998,5434562,133.90543,134.36517
AMD,2021-10-22 09:45:00,120.26,119.33,120.825,120.91,119.42,4711982.0,0.0077935164000000005,0.0,0.012322101,40846862,106.767715,93.50185
AMGN,2021-10-22 09:45:00,208.99,208.99,209.7,209.9299,208.61,75357.0,0.0,0.0,0.00478492,2883575,213.08144,234.75453
AMZN,2021-10-22 09:45:00,3423.205,3435.01,3421.0,3429.84,3418.0,161903.0,-0.0034366513,0.0,-0.00407859,2637200,3379.0483,3381.6726
ARKK,2021-10-22 09:45:00,119.085,119.66,118.44,119.21,118.58,260847.0,-0.0048053195,0.0,-0.00459638,4303262,116.29971,117.93645500000001
ARKQ,2021-10-22 09:45:00,82.98,82.91,82.1,82.99,82.89,14037.0,0.0008442852400000001,0.0,0.004703888,185337,81.06971999999999,81.677444
ASML,2021-10-22 09:45:00,806.64,787.56,798.19,808.8,797.32,195881.0,0.024226747000000003,0.0,0.013611700000000003,1154187,807.6526,727.1072
ATVI,2021-10-22 09:45:00,79.29,78.7,78.62,79.57,78.62,394323.0,0.0074968743,0.0,-0.000254087,5659200,77.27600000000001,87.762695
AVGO,2021-10-22 09:45:00,514.15,509.39,509.42,514.79,508.6,1175854.0,0.009344529,0.00165317,0.0035981240000000003,1742587,496.77286,477.05283
AXP,2021-10-22 09:45:00,177.47,179.6,179.58,179.79,176.01,3250666.0,-0.011859715,-0.0012959696,0.028342811000000002,3064450,169.03229,163.42468
BA,2021-10-22 09:45:00,216.24,214.34,216.54,216.53,214.26,892398.0,0.008864464,0.0,0.00237944,8197837,218.37172,231.01523999999998
BABA,2021-10-22 09:45:00,177.42,177.18,177.0,179.78,176.71,13091252.0,0.0013545857999999998,-0.00400176,0.007778180799999999,22983150,159.64258,197.3949
BAC,2021-10-22 09:45:00,46.83,47.09,47.1,47.48,46.61,36261796.0,-0.00552131,-0.00064067,0.0011743858999999999,48318075,42.666000000000004,41.084682
BEKE,2021-10-22 09:45:00,25.06,23.2,23.5,25.9,23.43,16152935.0,0.080172345,0.006384670699999999,0.03152438,8959175,19.188858,35.65135
BIDU,2021-10-22 09:45:00,182.26,180.6,181.2,182.515,179.79,353335.0,0.009191519,0.0,0.00332221,4394087,160.96315,179.6907
BIIB,2021-10-22 09:45:00,270.21,266.57,266.3,271.91,266.29,1374221.0,0.0136548905,-0.0026275546,0.0,1245787,291.94315,311.8986
BILI,2021-10-22 09:45:00,83.56,82.62,83.35,84.18,82.71,270967.0,0.011377327,0.0,0.006414899599999999,4079287,74.09486,94.0439
BKNG,2021-10-22 09:45:00,2426.52,2411.13,2407.11,2438.96,2407.11,9483.0,0.006382956600000001,0.0,0.0,251762,2405.9814,2305.9915
BRK-B,2021-10-22 09:45:00,286.82,287.49,286.99,287.28,285.25,2407945.0,-0.0023304564,-0.00195244,0.0030043037,3364112,279.2823,280.43347
C,2021-10-22 09:45:00,70.51,71.82,71.26,71.83,70.013,18108842.0,-0.01824001,-0.0014182169,0.004821959000000001,18836212,70.75657,71.88056999999999
CAT,2021-10-22 09:45:00,202.18,201.03,201.6,202.25,200.0425,197376.0,0.0057205088,0.0,-0.0093994,3668825,198.70029,216.87561000000002
CHTR,2021-10-22 09:45:00,735.67,734.01,737.81,737.965,723.435,652442.0,0.0022615129999999997,0.0,0.0,813800,746.0311,717.43
CL=F,2021-10-22 09:45:00,83.32,82.5,82.61,83.42,81.76,171996.0,0.00993939,0.0,0.0,380157,75.38056999999999,69.67965
CMCSA,2021-10-22 09:45:00,54.03,54.71,54.74,54.74,53.78,13686699.0,-0.012429178,-0.00092539773,-0.0012955708999999999,18652725,56.423714000000004,56.883617
CNH=F,2021-10-22 09:45:00,6.4215,6.419,6.419,6.4247,6.4095,608.0,0.00038947767,0.0,0.0,425,6.4558573,6.469912
COST,2021-10-22 09:45:00,481.91,477.23,478.99,482.0,478.565,187366.0,0.009806576,0.0,0.00250399,1532200,456.46915,414.27142000000003
CRM,2021-10-22 09:45:00,291.12,289.81,289.47,291.12,288.49,282011.0,0.0045201946,0.0,-0.00205307,4899412,271.94458,246.64696
CSCO,2021-10-22 09:45:00,55.69,56.2,56.04,56.115,55.525,12619885.0,-0.009074771,0.0,0.0007182783,13263025,56.23143,54.458652
CSX,2021-10-22 09:45:00,35.01,34.46,35.33,35.8895,34.955,21235553.0,0.015960513,0.0008569719500000001,0.0031419770000000002,13045537,31.62857,32.53123
CVX,2021-10-22 09:45:00,112.36,111.74,112.71,112.5841,111.89,576184.0,0.0055486197,0.0,0.00492217,9642912,102.47057,103.18185
DHR,2021-10-22 09:45:00,312.4,310.74,314.5,314.15,311.11,134711.0,0.005342098399999999,0.0,0.00479507,2517575,314.01172,281.70135
DIS,2021-10-22 09:45:00,171.34,170.55,170.2,172.5,170.1,7377285.0,0.0046320334,-0.0031515893,-0.0025680077,10362112,177.14258,178.4227
DOCU,2021-10-22 09:45:00,281.08,279.87,280.81,281.36,279.09,169033.0,0.004323405,0.0,0.0026083898000000003,1970975,270.0283,257.2171
DOW,2021-10-22 09:45:00,59.26,59.89,60.07,61.17,57.96,8219335.0,-0.0105193,-0.00185617,0.0021937406,5868175,58.906569999999995,63.056454
DX-Y.NYB,2021-10-22 09:45:00,93.90299999999999,93.93700000000001,93.954,94.171,93.891,0.0,-0.00036190834000000003,0.0,0.0,0,93.30143000000001,92.05326
