symbol,currentTime,regularMarketPrice,previousClose,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketChangePercent,postMarketChangePercent,preMarketChangePercent,averageDailyVolume10Day,fiftyDayAverage,twoHundredDayAverage
AAPL,2021-09-01 09:45:00,154.25,151.83,152.83,154.78,152.5833,10778907,0.015938867,0.0,0.0065863105,64189814,147.5325,133.455
ABBV,2021-09-01 09:45:00,120.81,120.78,120.83,121.14,120.38,250000,0.00024837537999999995,0.0,0.0024838801,4630857,117.43222,112.64506999999999
ABT,2021-09-01 09:45:00,125.88,126.37,126.4,126.15,125.46,326155,-0.003877546,0.0,-0.00917942,4237100,122.06695,118.9571
ACN,2021-09-01 09:45:00,337.56,336.56,337.2,337.9994,337.13,106730,0.0029712385,0.0,0.00947826,1503771,322.05362,290.97238
ADBE,2021-09-01 09:45:00,663.64,663.7,664.51,665.7,662.0,97982,-9.0398615e-05,0.0,0.00172511,1363800,629.8628,536.3277
ADI,2021-09-01 09:45:00,162.95,166.98,166.15,166.49,161.35,8410388,-0.024134621000000002,0.00337529,0.010678156000000001,10177042,166.48639,160.64131
ADP,2021-09-01 09:45:00,209.04,209.07,209.88,209.88,207.1,2071491,-0.00014355975,0.0,0.0002903725,1386414,209.4975,195.4158
ADSK,2021-09-01 09:45:00,310.09,313.39,313.13,314.29,309.11,1567000,-0.010530069,0.00580483,0.00035478690000000004,2013271,318.75167999999996,292.42392
AMAT,2021-09-01 09:45:00,135.49,135.13,135.68,136.04,134.85,390619,0.0026641054999999997,0.0,0.00362607,6196257,135.045,130.68631000000002
AMD,2021-09-01 09:45:00,111.13,110.72,111.3,111.85,110.7636,3485980,0.0037029989,0.0,0.00632223,54774257,102.27722,87.15231999999999
AMGN,2021-09-01 09:45:00,225.53,224.13,224.94,225.65,223.395,2885102,0.0062463474,0.0019952864000000003,0.0023943976999999997,2312528,234.82611,240.76616
AMZN,2021-09-01 09:45:00,3494.177,3470.79,3496.3959999999997,3507.46,3489.12,463626,0.0067382245,0.0,0.00697535,2790514,3425.9653,3316.2463
ARKK,2021-09-01 09:45:00,122.03,122.79,122.24,122.41,120.72,3910161,-0.0061894464000000005,0.00057362695,0.0030320638,4383271,120.275276,120.61652
ARKQ,2021-09-01 09:45:00,84.23,84.44,84.17,84.46,83.4801,212745,-0.0024869620999999997,-0.008073136,0.0,329166,80.904854,82.86062
ASML,2021-09-01 09:45:00,833.04,839.59,843.78,844.16,827.21,579288,-0.0078014852,0.0046456293,0.013372872,546914,768.9153,667.8308
ATVI,2021-09-01 09:45:00,82.37,81.12,81.48,83.37,81.2,9438551,0.015409269,0.0027922266,0.0046132966,8874800,85.06444499999999,92.016235
AVGO,2021-09-01 09:45:00,498.37,497.21,496.27,498.72,495.56,68935,0.0023330257,0.0,-0.00247376,1420571,481.9828,469.5602
AXP,2021-09-01 09:45:00,165.96,164.26,164.1,166.43,163.7181,3006306,0.0103495205,6.022238e-05,-0.0018076828,2892742,168.07611,156.56833
BA,2021-09-01 09:45:00,219.5,217.66,217.33,221.325,217.0854,6743033,0.00845353,0.00018220200000000001,0.001321154,8032157,224.30305,235.7171
BABA,2021-09-01 09:45:00,166.99,162.29,167.7,169.0,166.14,24511977,0.02896058,0.00305404,0.012038992,39486314,189.68639,217.09036
BAC,2021-09-01 09:45:00,41.45,41.75,41.67,41.77,41.3325,4562925,-0.007185610500000001,0.0,-0.00143716,44185442,39.81889,39.672462
BEKE,2021-09-01 09:45:00,18.48,18.09,18.75,18.48,17.74,1041374,0.021558837999999997,0.0,0.0143726,14470400,24.578332999999997,46.041523
BIDU,2021-09-01 09:45:00,157.02,153.18,155.5,157.25,153.36,5831020,0.025068623999999998,-0.0017195533999999999,0.01197293,5822385,162.40611,205.86021000000002
BIIB,2021-09-01 09:45:00,339.17,338.91,340.78,341.25,337.23,38740,0.0007671941,0.0,0.00902894,728771,337.24304,307.13666
BILI,2021-09-01 09:45:00,83.04,80.23,82.5171,84.47,81.75,1030074,0.035024274,0.0,0.027296499999999998,6629885,86.12416999999999,104.96891000000001
BKNG,2021-09-01 09:45:00,2299.67,2277.71,2286.02,2315.65,2284.135,388390,0.009641246,0.00023048060000000002,0.0,351314,2182.7927,2284.1973
BRK-B,2021-09-01 09:45:00,286.11,285.77,285.28,286.82,285.62,248177,0.0011897552,0.0,0.0019422001,3706071,282.8939,273.75527999999997
C,2021-09-01 09:45:00,71.89,71.91,71.75,72.36,71.52,1167949,-0.00027818482999999994,0.0,0.005423439699999999,14469628,69.91805,71.81232
CAT,2021-09-01 09:45:00,210.87,211.45,211.28,212.295,210.42,2857877,-0.00274297,0.00037938933,-0.0009721716599999999,2530828,210.7975,222.57602000000003
CHTR,2021-09-01 09:45:00,816.66,814.2,814.67,820.29,810.68,1140294,0.003021323,0.0,0.0,849928,758.39777,686.6302
CL=F,2021-09-01 09:45:00,67.45,68.5,68.55,69.24,67.3,145726,-0.0153285125,0.0,0.0,354122,69.25361,66.38417
CMCSA,2021-09-01 09:45:00,61.17,60.68,61.01,61.255,60.92,785413,0.008075113,0.0,0.00659198,11392300,58.62583000000001,56.495216000000006
CNH=F,2021-09-01 09:45:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
COST,2021-09-01 09:45:00,454.22,455.49,455.48,456.325,454.12,63745,-0.0027881819,0.0,0.00043911402,1506457,435.7464,384.77347000000003
CRM,2021-09-01 09:45:00,267.277,265.27,264.77,267.8062,265.63,433267,0.007565948,0.0,0.00463683,8942057,249.00694,233.51767999999998
CSCO,2021-09-01 09:45:00,58.94,59.02,59.02,59.12,58.83,743741,-0.0013555038000000001,0.0,0.00135544,16021042,56.001667000000005,52.4592
CSX,2021-09-01 09:45:00,32.365,32.53,32.58,32.58,32.23,883119,-0.0050721522,0.0,-0.00122955,8232828,32.701668,32.392487
CVX,2021-09-01 09:45:00,96.96,96.77,98.14,97.06,96.32,758206,0.0019634438,0.0,0.00268681,10106371,99.76278,103.64862
DHR,2021-09-01 09:45:00,322.935,324.16,328.27,323.87,321.04,238267,-0.0037790167,0.0,-0.00172753,1794671,303.72333,258.9429
DIS,2021-09-01 09:45:00,182.365,181.3,179.25,182.5,181.8,414998,0.0058742546999999996,0.0,0.0030336601,6630714,177.71556,181.71892
DOCU,2021-09-01 09:45:00,295.775,296.24,295.14,296.7099,294.08,163060,-0.0015696608,0.0,-0.00924789,1597271,295.55862,244.77275
DOW,2021-09-01 09:45:00,62.57,62.9,63.7,62.94,62.55,215371,-0.0052464519999999995,0.0,0.000317912,3989042,62.0175,63.994637
DX-Y.NYB,2021-09-01 09:45:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
EURUSD=X,2021-09-01 09:45:00,1.1842728999999999,1.181335,1.181335,1.1846938,1.1796626000000001,0,0.0024869620999999997,0.0,0.0,0,1.1787003999999999,1.1954151000000002
FAS,2021-09-01 09:45:00,122.84,124.25,124.34,124.69,122.4,205917,-0.011348117,0.0,0.0025754499,1590371,114.15666999999999,105.8113
FAZ,2021-09-01 09:45:00,22.27,22.39,22.37,22.42,22.27,33366,-0.005359488000000001,0.0,-0.015185357,1379942,24.899723,29.252971999999996
FB,2021-09-01 09:45:00,380.91,379.38,379.95,381.53,378.97,1276307,0.0040328926,0.0,-0.000579897,10693028,359.60278,321.27657999999997
FISV,2021-09-01 09:45:00,117.79,116.96,117.59,118.1,116.72,3432009,0.007096459,-0.0029713768,0.0017828260000000002,2906728,112.75611,115.64652
GC=F,2021-09-01 09:45:00,1818.9,1818.1,1816.7,1822.7,1811.5,84780,0.0004400467,0.0,0.0,502,1795.0583,1790.0151
GE,2021-09-01 09:45:00,105.41,105.19,104.94,106.36,104.47,10990786,0.00209146,0.0021819156,0.0039844243,7828714,103.13333,105.1229
GILD,2021-09-01 09:45:00,72.78,72.01,72.19,72.83,71.84,6645714,0.010692911999999999,0.00274807,0.0020610269,5519814,70.05,67.07652
GOOG,2021-09-01 09:45:00,2923.75,2909.24,2917.69,2926.8025,2912.29,84236,0.00498756,0.0,0.00026124,944200,2744.4006,2414.4697
GOOGL,2021-09-01 09:45:00,2908.65,2893.95,2902.94,2913.0,2899.99,98110,0.005079546,0.0,0.00153422,1141571,2703.3467,2375.3579999999997
GS,2021-09-01 09:45:00,414.24,413.51,412.11,414.86,412.24,141823,0.0017653272,0.0,0.0028415,1994171,390.43582000000004,360.70977999999997
HD,2021-09-01 09:45:00,324.9,324.53,327.0,325.78,324.4,165891,0.0011400953,0.0,-0.00208472,2969185,326.92584,310.9145
HON,2021-09-01 09:45:00,231.94,231.91,231.43,233.19,231.63,114137,0.00012935526000000002,0.0,0.005734990400000001,1636114,230.36806,222.34956
IBM,2021-09-01 09:45:00,139.87,140.34,139.54,140.2,139.6,174144,-0.0033490183,0.0,-0.00456035,2657942,141.01167,138.47704
IDXX,2021-09-01 09:45:00,673.76,686.97,689.06,689.06,667.32,557515,-0.019229313,0.0033246115999999997,-0.00028988437,400700,678.7847,579.6309
