symbol,currentTime,regularMarketPrice,previousClose,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketChangePercent,postMarketChangePercent,preMarketChangePercent,averageDailyVolume10Day,fiftyDayAverage,twoHundredDayAverage
AAPL,2021-11-08 09:45:00,150.85,151.28,151.89,151.55,150.76,7670808.0,-0.0028423632,0.0,0.00082628196,74813566,145.918,140.72288999999998
ABBV,2021-11-08 09:45:00,116.4485,117.18,116.73,117.45,116.3901,800919.0,-0.0062425219999999995,0.0,-0.00021336,8288816,109.87456999999999,113.54841599999999
ABT,2021-11-08 09:45:00,124.55,124.37,127.08,124.58,123.81,413302.0,0.0014472967,0.0,-0.00675407,5672133,122.22771499999999,120.01676
ACN,2021-11-08 09:45:00,356.32,354.05,355.44,358.42,354.74,1474545.0,0.0064115794,-5.6184099999999996e-05,2.8272183e-05,1629662,337.27362,311.60455
ADBE,2021-11-08 09:45:00,662.72,674.08,676.74,677.3709,661.11,2517646.0,-0.016852668,-0.0012372439,0.004511787,2146983,615.9772,587.9646
ADI,2021-11-08 09:45:00,184.18,180.73,183.75,186.1,182.195,3415692.0,0.019089233,-0.0009772651,-0.0009230002000000001,3064933,172.76856999999998,166.08215
ADP,2021-11-08 09:45:00,228.11,229.6,229.26,230.2,228.11,41922.0,-0.0064895707,0.0,0.0017421335999999999,1282683,210.34772,203.72906
ADSK,2021-11-08 09:45:00,324.52,318.97,320.0,325.61,319.62,1294249.0,0.017399717,-0.00040051265,0.0,1050928,295.30228,296.4812
AMAT,2021-11-08 09:45:00,153.29,150.13,150.27,153.73,148.79,7706838.0,0.021048345,0.0003914986,0.0052188863,6160033,134.40657,134.63308999999998
AMD,2021-11-08 09:45:00,136.34,137.5,139.185,141.22,134.42,64702637.0,-0.00843639,0.0025671602,0.009901761,60097083,112.88171399999999,97.223885
AMGN,2021-11-08 09:45:00,213.77,214.93,215.61,217.4,212.73,2266198.0,-0.005397051999999999,0.0005145745999999999,0.0,2863800,210.38571000000002,231.41435
AMZN,2021-11-08 09:45:00,3518.99,3477.0,3477.0,3566.25,3476.98,4996951.0,0.0120765,-0.002270535,0.0009746921,4408283,3350.2295,3386.3962
ARKK,2021-11-08 09:45:00,122.895,122.29,123.96,123.26,121.65,606623.0,0.0049472214,0.0,-0.00490636,5405216,116.61828600000001,117.77129
ARKQ,2021-11-08 09:45:00,89.18,88.77,89.65,89.18,88.78,52791.0,0.0046187188,0.0,0.00146451,335600,81.75057,81.71424
ASML,2021-11-08 09:45:00,847.0,850.49,852.23,854.64,841.635,735310.0,-0.0041035055,-0.00236128,0.009799277,669816,790.7203,742.63806
ATVI,2021-11-08 09:45:00,67.5299,67.83,68.57,68.4,67.33,1041682.0,-0.004424329,0.0,0.008851469499999999,16663316,76.258,86.03425
AVGO,2021-11-08 09:45:00,562.4,558.92,550.0,562.5,561.03,132812.0,0.006226368,0.0,0.00353367,1623083,507.4763,481.48224000000005
AXP,2021-11-08 09:45:00,176.69,172.53,176.18,177.79,175.35,3935961.0,0.02411177,0.00107534,0.0,3557671,174.14772,165.86821
BA,2021-11-08 09:45:00,224.46,213.03,217.7,224.57,217.845,16936327.0,0.053654499999999994,-0.0013811494,0.0051233796,8564733,217.78628999999998,227.80899
BABA,2021-11-08 09:45:00,161.345,158.73,164.795,161.765,160.57,2863762.0,0.01647455,0.0,0.018585,17690050,160.42343,191.75165
BAC,2021-11-08 09:45:00,46.97,47.33,47.6,47.82,46.82,38271181.0,-0.0076061822,0.0012773591,0.007451531999999999,38906533,44.860287,41.75993
BEKE,2021-11-08 09:45:00,18.18,18.03,17.84,18.2,18.05,255760.0,0.008319446,0.0,0.00942873,8996366,19.575714,32.707626
BIDU,2021-11-08 09:45:00,160.09,158.23,163.6777,161.0,159.36,308819.0,0.011755045,0.0,0.00922712,3846316,162.38228,175.21756000000002
BIIB,2021-11-08 09:45:00,278.68,280.41,279.31,284.59,276.47,833339.0,-0.0061695767,-0.011769799999999999,0.0,1158171,279.536,312.35007
BILI,2021-11-08 09:45:00,77.5,74.82,76.2669,77.5,76.62,229002.0,0.035819303,0.0,0.02944669,2552100,72.848854,91.65597
BKNG,2021-11-08 09:45:00,2618.97,2437.01,2544.34,2631.68,2516.045,755468.0,0.07466525,0.00039329557,0.0,368328,2445.5256,2307.2153
BRK-B,2021-11-08 09:45:00,294.46,287.88,288.83,294.6189,289.73,703820.0,0.022856701,0.0,0.00805894,3488100,282.20685,282.31216
C,2021-11-08 09:45:00,66.99,67.0,67.82,67.99,66.95,20902614.0,-0.00014928561,0.0016420451999999998,0.012539245,23638133,70.50314,71.665825
CAT,2021-11-08 09:45:00,205.88,203.59,205.48,208.88,205.23,2591253.0,0.011248138999999999,0.0005828400599999999,0.05644062,3200533,197.75914,214.42087
CHTR,2021-11-08 09:45:00,690.5625,689.32,693.46,692.98,688.4196,23032.0,0.0018024903,0.0,0.0010009899,1232850,718.954,724.5792
CL=F,2021-11-08 09:45:00,81.47,81.27,81.13,82.67,81.05,169778.0,0.0024609892000000003,0.0,0.0,549673,79.30114,71.52144
CMCSA,2021-11-08 09:45:00,52.26,51.43,51.48,52.69,51.4434,19052166.0,0.016138403,0.0022962638,0.0,19568240,55.139713,56.895943
CNH=F,2021-11-08 09:45:00,6.406000000000001,6.4005,6.3997,6.4144,6.4053,174.0,-0.001107051,0.0,0.0,139,6.436483,6.4548707
COST,2021-11-08 09:45:00,504.46,513.12,514.77,513.0,504.07,221737.0,-0.01687715,0.0,-0.00121804,2095716,466.9603,425.24274
CRM,2021-11-08 09:45:00,307.0,307.25,308.5,308.29,306.955,733529.0,-0.0008136696400000001,0.0,-0.00123679,4005050,284.4066,252.62812999999997
CSCO,2021-11-08 09:45:00,57.48,57.07,57.3762,57.52,57.12,849113.0,0.007184156999999999,0.0,0.0009637339999999999,16152866,55.64,54.84072
CSX,2021-11-08 09:45:00,35.615,35.41,35.75,35.76,35.53,270086.0,0.0057893763,0.0,0.009036987,10019783,33.041714,32.758297
CVX,2021-11-08 09:45:00,114.74,113.51,114.27,115.05,113.93,8102077.0,0.010836011000000001,0.00026145,0.0040962279999999995,10647366,107.69457,104.017845
DHR,2021-11-08 09:45:00,292.08,305.99,294.97,295.56,282.51,6803409.0,-0.045459017000000004,0.004176942,0.0,3257671,307.6623,287.6665
