symbol,currentTime,regularMarketPrice,previousClose,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketChangePercent,postMarketChangePercent,preMarketChangePercent,averageDailyVolume10Day,fiftyDayAverage,twoHundredDayAverage
AAPL,2021-11-29 09:45:00,160.0,156.81,159.37,160.24,159.08,10194585.0,0.020343106,0.0,0.015751599999999998,88582700,148.2862,138.1863
ABBV,2021-11-29 09:45:00,116.715,116.51,117.61,117.29,116.58,192231.0,0.0017594557999999999,0.0,0.0008582822999999999,4728310,111.7796,112.1875
ABT,2021-11-29 09:45:00,125.82,125.88,127.81,126.57,125.38,347352.0,-0.00047662504999999996,0.0,0.00691137,4872370,123.7126,120.68799999999999
ACN,2021-11-29 09:45:00,360.125,353.6,361.17,361.27,359.2,88962.0,0.018453037,0.0,0.014479599999999999,2210350,347.8898,307.80014
ADBE,2021-11-29 09:45:00,666.44,662.1,670.2529,672.0,665.77,116632.0,0.006554941999999999,0.0,0.008155905,1901100,630.516,566.4828
ADI,2021-11-29 09:45:00,179.235,178.0,179.0,180.75,179.13,140471.0,0.0069382056000000004,0.0,0.00988761,2860390,176.0342,164.8821
ADP,2021-11-29 09:45:00,232.47,229.62,231.11,232.47,230.11,116613.0,0.0124118375,0.0,0.0,1263910,216.493,200.9492
ADSK,2021-11-29 09:45:00,255.43,254.17,258.18,258.79,255.12,167819.0,0.0049572904,0.0,0.011842446000000001,2345690,300.3618,294.22125
AMAT,2021-11-29 09:45:00,147.1733,143.29,145.61,147.925,146.66,316971.0,0.02710099,0.0,0.02575199,8080280,139.661,133.22495
AMD,2021-11-29 09:45:00,159.0,154.81,155.8,159.85,157.4543,2660952.0,0.02706545,0.0,0.017569933,53271890,123.26700000000001,97.31135
AMGN,2021-11-29 09:45:00,202.1,201.09,204.74,202.9799,201.5901,97805.0,0.0050226753,0.0,0.007011799599999999,3137580,209.66299999999998,231.8078
AMZN,2021-11-29 09:45:00,3537.925,3504.56,3602.095,3561.04,3535.35,251933.0,0.009520451,0.0,0.011781803,3488750,3410.2209999999995,3348.551
ARKK,2021-11-29 09:45:00,107.7352,107.12,107.572,108.76,107.5072,287810.0,0.0057430565000000005,0.0,0.014843132,5972200,116.181,119.719
ARKQ,2021-11-29 09:45:00,84.52,82.97,82.11,84.54,81.88,403258.0,0.018681396,0.0,-0.00385681,363830,82.9984,83.199425
ASML,2021-11-29 09:45:00,793.56,782.02,786.96,797.44,793.2,65818.0,0.014756627,0.0,0.015830804,816030,805.3714,712.7842400000001
ATVI,2021-11-29 09:45:00,59.81,60.62,61.2812,60.95,59.6501,567964.0,-0.013361887,0.0,0.000494929,18242390,73.1536,86.67435
AVGO,2021-11-29 09:45:00,554.52,546.59,551.77,556.6575,553.68,81295.0,0.014508119,0.0,0.020508900000000004,1549240,522.2648,484.4107
AXP,2021-11-29 09:45:00,159.22,156.82,165.09,161.37,159.21,417825.0,0.0153041305,0.0,0.028185166,4038600,174.5434,161.15335
BA,2021-11-29 09:45:00,202.36,199.21,197.57,204.28,201.5888,869746.0,0.015812429,0.0,0.014005287,12372340,217.8784,229.97235
BABA,2021-11-29 09:45:00,132.51,133.35,132.93,134.5,132.47,1412616.0,-0.006299299,0.0,0.005699245699999999,22946680,158.3298,199.8968
BAC,2021-11-29 09:45:00,46.62,45.76,45.52,46.7,46.14,2774335.0,0.01879372,0.0,0.008522797,42490490,45.3198,41.11045
BEKE,2021-11-29 09:45:00,20.98,22.18,21.31,21.49,20.5,5714327.0,-0.05410283,0.014776043,0.0,9387920,20.1456,38.47205
BIDU,2021-11-29 09:45:00,150.91,153.06,148.52,153.0,150.7,170107.0,-0.01404674,0.0,0.0016987441000000001,3808140,161.5734,192.96545
BIIB,2021-11-29 09:45:00,242.28,242.9,250.78,245.5,241.52,54468.0,-0.0025524707,0.0,0.0078221895,1110140,274.7146,299.25784
BILI,2021-11-29 09:45:00,68.79,72.47,68.0,69.88,66.66,3758593.0,-0.050779637,0.003052756,0.0,6646840,74.0042,96.2325
BKNG,2021-11-29 09:45:00,2190.0,2155.56,2121.96,2227.87,2190.0,50450.0,0.015977258,0.0,0.0238638,401580,2433.8386,2323.016
BRK-B,2021-11-29 09:45:00,284.262,283.09,280.28,284.805,283.47,177556.0,0.0041400157,0.0,0.0015542847,4083740,282.785,276.197
C,2021-11-29 09:45:00,66.1499,65.5,65.01,66.2861,65.86,900481.0,0.009922173000000001,0.0,0.00885499,17878380,69.6984,71.16635
CAT,2021-11-29 09:45:00,200.775,198.73,201.0,201.33,200.245,124797.0,0.010290336,0.0,0.012982448999999998,2788390,200.0268,215.9411
CHTR,2021-11-29 09:45:00,673.72,672.87,674.47,675.51,667.47,31574.0,0.0012632092999999998,0.0,-0.0027791301,888010,710.6628,698.0543
CL=F,2021-11-29 09:45:00,72.33,68.15,69.23,72.93,69.2,317018.0,0.06133529,0.0,0.0,351035,79.2054,69.8455
CMCSA,2021-11-29 09:45:00,51.38,51.1,51.57,51.75,51.3,999466.0,0.0054795025,0.0,0.00958907,14341000,54.091,56.03935
CNH=F,2021-11-29 09:45:00,6.3946,6.4042,6.4008,6.4015,6.388,189.0,-0.0014990416,0.0,0.0,388,6.42411,6.466947599999999
COST,2021-11-29 09:45:00,542.67,546.13,546.13,546.8707,542.41,134877.0,-0.006335528000000001,0.0,0.0015746898,1854460,483.3466,413.48685
CRM,2021-11-29 09:45:00,286.3,284.21,284.5,290.2428,286.3,387504.0,0.007353704399999999,0.0,0.02037229,4363260,288.6026,248.8313
CSCO,2021-11-29 09:45:00,55.17,54.67,55.14,55.21,54.83,818429.0,0.009145784,0.0,0.006219136,29084040,55.7612,53.5881
CSX,2021-11-29 09:45:00,36.25,36.48,36.295,36.52,36.105,16542352.0,-0.0063048126,0.0052413414,0.0,12088550,33.6292,32.630615
CVX,2021-11-29 09:45:00,116.755,114.51,113.35,117.17,116.33,613120.0,0.019605232,0.0,0.0155444825,10398490,109.551,104.69885
DHR,2021-11-29 09:45:00,326.31,323.96,320.698,326.82,323.12,179418.0,0.0072540017,0.0,0.0060193003000000005,2397060,308.2522,274.98886
DIS,2021-11-29 09:45:00,148.41,148.11,146.8,149.3,148.17,694572.0,0.002025542,0.0,0.0054014116,16464950,169.5448,178.81555
DOCU,2021-11-29 09:45:00,247.05,249.63,250.32,251.66,245.94,92236.0,-0.010335302,0.0,0.0046869293,1705110,266.3664,252.41824
DOW,2021-11-29 09:45:00,57.75,56.9,56.64,58.38,57.64,461388.0,0.014938462,0.0,0.00798616,4375590,58.22,62.3549
DX-Y.NYB,2021-11-29 09:45:00,96.37,96.089,96.071,96.39,96.141,0.0,0.0029244334000000003,0.0,0.0,0,94.3322,92.3711
EURUSD=X,2021-11-29 09:45:00,1.1275228000000002,1.13199,1.1322464,1.1327595,1.1263798,0.0,-0.0039463127,0.0,0.0,0,1.1505039,1.1785368999999999
FAS,2021-11-29 09:45:00,130.1,143.43,131.0,132.08,125.5,3668675.0,-0.09293723,-0.008685663,0.0,1489080,133.7112,113.3833
FAZ,2021-11-29 09:45:00,20.01,18.32,19.8,20.62,19.72,3373575.0,0.09224894,0.00649671,0.0,1545300,20.160999999999998,26.72525
FB,2021-11-29 09:45:00,336.43,333.12,336.89,338.19,335.85,955703.0,0.009936351999999999,0.0,0.011287253,19883460,335.9974,327.78296
FISV,2021-11-29 09:45:00,98.4,98.25,99.0269,99.35,98.06,115603.0,0.001526733,0.0,0.0055980003,5543020,104.8002,112.75555
