symbol,currentTime,regularMarketPrice,previousClose,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketChangePercent,postMarketChangePercent,preMarketChangePercent,averageDailyVolume10Day,fiftyDayAverage,twoHundredDayAverage
AAPL,2021-11-18 09:45:00,153.87,153.49,153.71,154.0,153.06,19657550.0,0.0024756635999999997,0.0,0.000977223,61069212,147.09445,141.62936000000002
ABBV,2021-11-18 09:45:00,116.97,116.63,117.4,117.4,116.43,2733644.0,0.0029152362,-0.004018135,0.0,4364357,111.23543000000001,113.72136
ABT,2021-11-18 09:45:00,130.945,129.44,129.64,131.599,129.64,1672462.0,0.011627045,0.0,0.00015454473999999997,5250333,122.77333,120.25158
ACN,2021-11-18 09:45:00,370.69,372.78,371.55,372.75,370.47,1140619.0,-0.005606514399999999,0.0,-0.00407744,1773450,348.31946,319.48972000000003
ADBE,2021-11-18 09:45:00,666.46,666.02,667.69,669.4496,663.0,750112.0,0.0006606445,0.0,0.00234227,2075233,617.36725,589.10657
ADI,2021-11-18 09:45:00,187.21,187.04,188.1,188.1,187.01,76468.0,0.0009089683,0.0,0.0054534,2135375,175.195,167.58278
ADP,2021-11-18 09:45:00,235.25,233.06,234.03,237.058,234.0,1298143.0,0.009396733,0.015387864,0.00300351,1081066,215.09056,205.32712
ADSK,2021-11-18 09:45:00,327.01,330.55,330.96,331.28,327.01,38929.0,-0.010709357,0.0,0.00269253,1003475,303.8261,298.39078
AMAT,2021-11-18 09:45:00,157.27,155.98,157.91,158.51,157.0,252630.0,0.008270346,0.0,0.014617251000000001,6299075,138.25666999999999,135.78572
AMD,2021-11-18 09:45:00,151.34,152.45,151.98,154.6599,149.69,54528058.0,-0.00728108,0.008986393,0.036738455,75349137,122.3225,100.82329
AMGN,2021-11-18 09:45:00,207.56,209.63,210.69,210.842,207.1498,2051967.0,-0.009874576,0.0,-0.00302758,2786466,209.99915,229.77719
AMZN,2021-11-18 09:45:00,3549.0,3540.7,3564.72,3587.245,3545.35,2560270.0,0.0023441832,0.0030994648,0.0048266784,3070857,3378.475,3391.8474
ARKK,2021-11-18 09:45:00,118.49,117.34,117.77,118.52,116.71,3737114.0,0.009800592,0.00227871,0.0,5434942,116.86057,117.62478999999999
ARKQ,2021-11-18 09:45:00,87.44,88.3,87.95,88.39,87.1,293172.0,-0.009739531,-0.0108646,-0.00068624417,369225,83.236115,81.90829000000001
ASML,2021-11-18 09:45:00,875.83,859.46,859.2,878.2121,874.65,106731.0,0.019046837,0.0,0.02110622,620925,792.5139,752.6364
ATVI,2021-11-18 09:45:00,64.2,66.14,65.525,65.6,63.5,28771241.0,-0.029331759,0.0023349277,-0.014012418,16923862,74.561386,84.644356
AVGO,2021-11-18 09:45:00,557.78,558.95,559.19,561.9009,555.14,1069249.0,-0.0020931798,0.0,0.0065300353000000005,1650866,508.9061,482.22927999999996
AXP,2021-11-18 09:45:00,179.61,180.92,181.18,181.74,178.2,3199580.0,-0.0072407597,0.0013362591,-0.00066325,2774300,176.2925,167.55539
BA,2021-11-18 09:45:00,233.09,220.96,227.37,233.94,226.92,21782627.0,0.054896798,0.0022309201,-0.0057059587,7499640,218.49571,227.09956
BABA,2021-11-18 09:45:00,146.4501,161.58,168.02,146.935,146.43,4320249.0,-0.09363719,0.0,-0.09091473,14781412,163.33194,188.1365
BAC,2021-11-18 09:45:00,46.51,47.08,47.08,47.2,46.45,30939996.0,-0.012107125500000001,0.00043002489999999997,0.0031176190000000003,36116500,46.05472,42.161570000000005
BEKE,2021-11-18 09:45:00,22.31,24.24,24.23,24.315,22.05,7798035.0,-0.07962050000000001,0.008068141,0.0,13042200,20.473333,31.054388
