symbol,currentTime,regularMarketPrice,previousClose,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketChangePercent,postMarketChangePercent,preMarketChangePercent,averageDailyVolume10Day,fiftyDayAverage,twoHundredDayAverage
AAPL,2021-09-27 09:45:00,145.78,146.92,145.66,145.43,145.321,2799989,-0.007759320500000001,0.0,-0.01007348,87286383,149.10883,136.54051
ABBV,2021-09-27 09:45:00,107.105,107.07,106.87,107.37,107.05,126872,0.00032692318,0.0,0.0025216832,7610583,113.19941000000001,112.835724
ABT,2021-09-27 09:45:00,124.37,125.3,124.81,125.48,124.27,3045957,-0.007422189,0.0,0.0,5329100,125.78618,119.67295
ACN,2021-09-27 09:45:00,339.23,343.0,340.68,342.88,337.73,2035894,-0.010991221,0.00518816,0.0,3028385,334.0303,301.0895
ADBE,2021-09-27 09:45:00,622.71,630.84,628.0,628.92,618.22,16603,-0.012887585,0.00030512185,-0.011514258999999999,3353750,647.7605599999999,559.7129
ADI,2021-09-27 09:45:00,176.38,178.53,176.55,178.0,176.2,131735,-0.01204276,0.0,-0.007673753,6087766,168.76088000000001,162.52145
ADP,2021-09-27 09:45:00,201.86,202.22,200.95,202.2,201.13,39977,-0.0017802423000000001,0.0,-0.005736349599999999,1479816,206.72824,198.75812
ADSK,2021-09-27 09:45:00,286.42,283.19,283.88,288.78,283.6597,1054820,0.011405809,0.0,0.0,1380300,311.24118,292.376
AMAT,2021-09-27 09:45:00,141.92,141.11,139.41,142.37,139.16,3729874,0.005740185300000001,-0.0008455124,-0.016910892,6863133,135.21765,133.44326999999998
AMD,2021-09-27 09:45:00,104.94,105.8,105.185,105.1899,104.89,613514,-0.00812855,0.0,-0.007372460999999999,36427766,106.8753,89.91645
AMGN,2021-09-27 09:45:00,213.61,215.05,214.75,215.3,213.2,1908756,-0.0066961283,-0.0004681714599999999,0.0,2913214,222.11707,239.36122000000003
AMZN,2021-09-27 09:45:00,3369.81,3425.52,3402.01,3377.827,3368.57,204710,-0.016263213000000002,0.0,-0.015489636999999999,3161416,3375.6982,3356.2913
ARKK,2021-09-27 09:45:00,116.56,117.13,118.09,116.88,116.43,202733,-0.0048663854,0.0,-0.0061469614,5953166,119.93471000000001,118.93775
ARKQ,2021-09-27 09:45:00,80.014,79.72,79.98,80.3489,79.72,50849,0.0036878915999999998,0.0,0.00263421,287466,82.132286,82.221634
ASML,2021-09-27 09:45:00,868.82,879.78,867.36,873.36,865.12,510720,-0.012457685,0.0,0.0,919157,831.85767,703.9235
ATVI,2021-09-27 09:45:00,74.95,75.26,74.5,75.17,74.8,131244,-0.0041191223999999995,0.0,-0.0046505244,10747200,80.37971,89.788475
AVGO,2021-09-27 09:45:00,504.92,504.3,502.27,505.5,500.83,1060793,0.0012294778,-0.0010299048,0.0,2123700,491.62854000000004,473.31992
AXP,2021-09-27 09:45:00,175.72,173.36,173.37,176.0,173.3,2680362,0.013613295,0.000967438,0.0,4179257,164.14235,159.48
BA,2021-09-27 09:45:00,224.65,221.39,219.13,224.88,224.0,363034,0.014725122,0.0,0.011789151999999999,8735800,219.52971000000002,234.89102000000003
BABA,2021-09-27 09:45:00,144.91,145.08,147.71,145.01,144.83,431362,-0.0011717547,0.0,-0.0022057302,26283666,168.10883,206.69812
BAC,2021-09-27 09:45:00,42.84,42.14,41.72,42.875,42.65,2165764,0.016611313,0.0,0.012577095,55609483,41.02,40.277896999999996
BEKE,2021-09-27 09:45:00,15.935,16.53,16.77,16.63,15.9,305111,-0.035995174,0.0,0.0120991,12503183,18.612351999999998,40.605290000000004
BIDU,2021-09-27 09:45:00,156.57,160.5,158.55,159.46,155.905,3228207,-0.024485936,0.000638633,-0.0008303307,4267033,156.76411000000002,189.77681
BIIB,2021-09-27 09:45:00,291.71,293.2,289.86,293.47,289.06,817514,-0.005081926,-0.0031195491999999997,0.0,1036485,324.81354,310.92776000000003
BILI,2021-09-27 09:45:00,73.78,70.56,71.12,74.91,71.12,3334044,0.04563494,0.009758759,0.0,4019600,77.43146999999999,99.38399
BKNG,2021-09-27 09:45:00,2505.83,2491.35,2452.38,2508.0,2488.29,26913,0.0058121019999999995,0.0,-0.00134469,337666,2268.7117,2289.0654
BRK-B,2021-09-27 09:45:00,280.24,277.87,278.3,280.25,278.15,268284,0.008529151,0.0,0.00676577,6835300,282.84677,277.4176
C,2021-09-27 09:45:00,71.925,71.18,70.71,71.96,71.75,770255,0.010466461,0.0,0.008288793000000001,24546983,71.03559,72.03696
CAT,2021-09-27 09:45:00,201.04,196.82,195.65,201.45,197.6,370647,0.021440837999999997,0.0,0.00431862,5115550,207.50763999999998,221.00224
CHTR,2021-09-27 09:45:00,739.17,741.95,737.22,742.32,731.68,810592,-0.0037469226,-0.00022996457,0.0,1201362,782.63745,705.672
CL=F,2021-09-27 09:45:00,75.33,73.98,74.19,75.62,74.16,150058,0.018248154,0.0,0.0,296174,68.94559,67.42295
CMCSA,2021-09-27 09:45:00,56.02,56.06,56.87,57.05,55.905,17508111,-0.0007135375599999999,0.0042841462,0.0,25867157,59.008823,57.055144999999996
CNH=F,2021-09-27 09:45:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
COST,2021-09-27 09:45:00,465.59,467.75,455.98,465.59,465.35,15085,-0.004617859,0.0,-0.0032282409999999997,2389233,454.96558,400.12088
CRM,2021-09-27 09:45:00,282.71,285.63,278.5,283.3,280.08,884581,-0.010223064,0.0,-0.0149844,8735266,259.02472,238.08962999999997
CSCO,2021-09-27 09:45:00,56.46,56.73,56.4468,56.48,56.45,886435,-0.004759395,0.0,-0.0066984146999999996,21361250,57.533825,53.886157999999995
CSX,2021-09-27 09:45:00,30.42,30.21,30.11,30.69,30.07,9984756,0.006951374000000001,0.0075608,0.0,12997885,32.209705,32.429497
CVX,2021-09-27 09:45:00,102.67,100.6,99.65,102.74,102.54,96624,0.020576538999999998,0.0,0.016401606000000003,12393200,97.99029499999999,103.03355400000001
DHR,2021-09-27 09:45:00,324.5,325.03,324.94,326.12,322.23,1411726,-0.001630615,-0.00305082,0.0,2252942,322.11765,271.17438
DIS,2021-09-27 09:45:00,176.6,176.0,175.3,176.76,176.4,166824,0.0034091256,0.0,0.0042898003,11547033,179.4953,180.44095
DOCU,2021-09-27 09:45:00,272.37,273.7,271.85,273.05,267.3887,1176345,-0.0048593970000000005,0.0,0.0,2229285,287.22794,250.39978
DOW,2021-09-27 09:45:00,56.81,57.43,57.2,57.31,56.74,7964986,-0.0107957,0.0031684616,0.0,7245242,61.22059,63.75043
DX-Y.NYB,2021-09-27 09:45:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
EURUSD=X,2021-09-27 09:45:00,1.1697274,1.1717833999999998,1.1730205,1.1731582,1.168907,0,-0.0017546036,0.0,0.0,0,1.177418,1.1919428
FAS,2021-09-27 09:45:00,125.58,121.8,119.49,126.115,123.93,367185,0.031034471,0.0,0.021264337,2069483,120.24206000000001,110.05608000000001
