symbol,currentTime,regularMarketPrice,previousClose,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketChangePercent,postMarketChangePercent,preMarketChangePercent,averageDailyVolume10Day,fiftyDayAverage,twoHundredDayAverage
AAPL,2021-10-19 09:45:00,147.3303,146.55,143.445,147.39,146.55,7449733.0,0.005324489399999999,0.0,0.0031388,73218650,146.59572,138.93898000000002
ABBV,2021-10-19 09:45:00,107.5,107.43,108.99,108.06,107.5,250170.0,0.0006515842400000001,0.0,0.000977412,6041850,109.31743,113.12732
ABT,2021-10-19 09:45:00,117.36,116.82,117.29,117.63,117.06,725528.0,0.004622504,0.0,0.00154083,4778633,122.64228999999999,119.50485
ACN,2021-10-19 09:45:00,343.18,341.82,341.6,344.24,340.65,1596195.0,0.0039786594,0.00029141008,0.0,1706866,334.0197,307.74826
ADBE,2021-10-19 09:45:00,629.0232,622.83,610.65,630.98,625.26,224517.0,0.009943605999999999,0.0,0.00508964,1942883,621.7034,574.54675
ADI,2021-10-19 09:45:00,173.33,172.04,170.38,173.66,169.72,2251828.0,0.007498306,0.0,-0.00866072,3245900,168.71236000000002,164.2282
ADP,2021-10-19 09:45:00,212.62,212.57,211.57,213.49,212.6,38307.0,0.0002351592,0.0,0.0066801435,1249850,203.28972,200.77688999999998
ADSK,2021-10-19 09:45:00,291.19,289.17,290.806,291.88,289.35,931739.0,0.0069854719999999995,0.0,0.0,882437,287.92886,294.25507000000005
AMAT,2021-10-19 09:45:00,133.0,133.28,130.36,133.73,132.61,202349.0,-0.0021008314,0.0,0.00090032397,5835950,133.98314,134.3737
AMD,2021-10-19 09:45:00,116.06,116.43,111.9,116.24,115.2,2557099.0,-0.003177899,0.0,-0.0039508636,41576316,106.19572,92.983406
AMGN,2021-10-19 09:45:00,203.245,203.13,206.36,204.23,203.18,104508.0,0.00056609185,0.0,0.00428295,3056783,214.44086000000001,235.32578999999998
AMZN,2021-10-19 09:45:00,3443.445,3446.74,3388.36,3443.445,3428.12,270339.0,-0.00095595315,0.0,-0.00346703,2787950,3381.2522,3380.5913
